ABC,ABCGG,nAcid,nBase,SpAbs_A,SpMax_A,SpDiam_A,SpAD_A,SpMAD_A,LogEE_A,VE1_A,nB,nAromAtom,WPath,MW
6.6112502008627025,7.282959308662664,0,0,11.763638577128761,2.1889010593167337,4.377802118633467,11.763638577128761,1.176363857712876,3.1342630982940114,2.8552253395058265,0,0,125,152.0684735
44.397416961023055,32.698181926294694,0,0,71.45418635145204,2.6917915374515604,5.321068434823857,71.45418635145204,1.2759676134187863,4.976123585962262,4.886617457899506,0,0,13227,804.3779650800018
35.85511644538167,27.27463847461255,1,0,56.998423644341855,2.690321444307134,5.315447097727482,56.998423644341855,1.266631637,4.763844603,4.728489164320279,0,0,6885,642.3251416600013
52.93971747666444,38.83138471876308,0,0,85.70320775497366,2.6920048348455903,5.321425068236724,85.70320775497366,1.2791523545518457,5.151137317674104,4.966425132312183,0,0,20680,966.4307885000022
52.342000495219075,38.30843597236264,0,0,84.27197784770267,2.692001691289987,5.321418822912928,84.27197784770267,1.2768481492076162,5.137785031899723,4.963072152749678,0,0,19913,950.4358738800022
61.48201799230582,44.58558749,0,0,99.75229079324367,2.692066986393732,5.321781681,99.75229079324367,1.2788755229903035,5.300035215380134,5.009328574014458,0,0,31994,1128.4836119200024
43.79969997957769,32.19400709926623,0,0,70.20222264,2.691788678544984,5.32106298,70.20222264,1.2764040479915528,4.9601970715277135,4.883461997171476,0,0,12584,788.3830504600018
46.60704977673992,34.31278453034976,3,0,71.88997845,2.7190480202843834,5.438096040568765,71.88997845,1.2394823869890774,5.015426334120834,5.152231352452006,0,0,13899,822.4037859040018
12.674162052993282,11.52568686083663,0,0,19.273944027953345,2.3900100906234516,4.780020181246904,19.273944027953345,1.1337614134090204,3.721015398297955,3.467048950113191,0,0,552,236.17763
8.720489810460412,9.076265174250844,0,0,14.649128077653573,2.4675898696623833,4.714569473,14.649128077653572,1.2207606731377976,3.3955068161409483,3.0945991810148747,0,0,180,180.0633881
8.761080115123761,8.651649801843126,0,0,14.708146448082841,2.377683367865686,4.755366735731371,14.708146448082841,1.2256788706735702,3.384120862912552,3.1785052872443513,0,0,182,180.0633881
7.387306667270548,7.212008092985233,0,0,12.250296206660071,2.3180135147325034,4.636027029465006,12.250296206660071,1.2250296206660072,3.2067610613324073,2.9751253019044994,0,0,109,150.0528234
17.30338063076517,15.490063003693571,0,0,28.761020153483358,2.450776397579844,4.901552795159689,28.761020153483358,1.250479137107972,4.0466973754433155,4.359311086748687,0,0,1134,342.11621152400056
17.26279032610182,15.95942162285149,0,0,28.698260969079826,2.505863764344179,4.918420060898304,28.69826096907982,1.2477504769165138,4.052584238274637,4.066438821931651,0,0,1132,342.11621152400056
25.755562018886515,22.224537056776395,0,0,42.996067371842216,2.5279457773850798,5.0003876020053015,42.996067371842216,1.2645902168188887,4.445854035060291,4.6430324398417495,0,0,3415,504.1690349440007
32.31903197682668,24.193808682578215,0,0,52.395367667979485,2.489459084837435,4.97891817,52.395367667979485,1.2779357967799874,4.6496434821038735,5.576146927627799,0,12,5754,580.1792057040009
28.48488976250657,23.370207375347594,0,0,44.386960043235064,2.8457419102704997,5.544684781529156,44.386960043235064,1.3054988248010313,4.553665871594157,4.701645372187086,0,5,2710,470.19406792000075
32.916748958272045,24.501512107323137,0,0,54.07180848118665,2.4896884726189823,4.979376945237966,54.07180848118665,1.287424011456825,4.6713054885080965,5.596796126833807,0,12,6220,594.1948557680009
33.09508844323452,24.878132164920782,0,0,53.605878833820974,2.4912660557519413,4.9825321115038825,53.605878833820974,1.276330448424309,4.673304426799282,5.631715266110565,0,12,6148,596.1741203240009
18.958632204658684,14.85165704131409,0,1,32.595631483432186,2.494948130413991,4.989896260827983,32.595631483432186,1.3581513118096744,4.132304663699702,4.427586786,0,10,1286,324.1837780080006
4.949747468305834,5.143137261681344,0,0,9.517540966287267,1.879385241571817,3.7587704831436337,9.517540966287267,1.1896926207859084,2.876614899748463,2.673467888447778,0,0,84,114.0680796
10.134853562976975,9.627822427,0,0,16.203471082010807,2.4751005999023246,4.856460879402153,16.203471082010807,1.2464208524623699,3.514442542351742,3.3491698975682813,0,9,214,180.0647255
17.462149063219588,15.31917143795976,0,0,27.787351335175398,2.452775393392013,4.905550786784025,27.787351335175394,1.208145710225017,4.050431214602461,4.359920184528924,0,0,1174,330.16785317200066
3.644923705673916,4.097495135372843,0,0,6.898979485566357,1.9318516525781364,3.8637033051562724,6.898979485566357,1.1498299142610595,2.5957997780338693,2.300795291229521,0,0,31,92.04734412
10.293621995431398,9.502818079765854,0,0,15.613333735768435,2.504146790087316,4.837314355102367,15.613333735768435,1.2010256719821872,3.5209579313695087,3.3035375862942424,0,6,215,216.9600417
11.49639608672479,10.76205575865473,0,0,18.930946426819546,2.5509726297453126,4.877209950393186,18.93094642681955,1.2620630951213032,3.6485971038065452,3.398116669420295,0,6,324,288.94082621600023
8.094413448457095,7.861189033327453,0,0,13.168697491280515,2.318334657477858,4.636669314955715,13.168697491280515,1.1971543173891377,3.295041752161867,3.0803992920524084,0,6,146,152.0585775
8.134853562976977,7.808785884980895,0,0,13.132592691222703,2.305039948198221,4.6100798963964404,13.132592691222703,1.1938720628384276,3.2946688011725374,3.0891226497989117,0,6,148,152.0585775
10.14678410679544,9.293693726935647,0,0,16.935280091452523,2.3142152654225803,4.628430530845159,16.935280091452523,1.2096628636751803,3.5209656623524364,3.3075892680144454,0,6,327,196.0847922
10.14678410679544,9.484583957,0,0,16.924762900750007,2.329499022053035,4.658998044,16.924762900750007,1.2089116357678578,3.5209794994172654,3.293023954695438,0,6,311,196.0847922
11.629947354389833,10.75005409773684,0,0,19.332017337442238,2.3572091131995965,4.714418226399191,19.332017337442238,1.2082510835901399,3.6532487573631167,3.4822028099760187,0,6,451,226.0589714
9.411167754907478,8.413816938802078,0,0,15.809801647036137,2.2417949731358333,4.483589946271667,15.809801647036137,1.216138588233549,3.4437396544928847,3.2605643912799303,0,6,280,180.0898776
9.411167754907478,8.413816938802078,0,0,15.809801647036137,2.2417949731358333,4.483589946271667,15.809801647036137,1.216138588233549,3.4437396544928847,3.2605643912799303,0,6,280,196.067034
9.370727640387596,8.788871959203437,0,0,15.828249747195699,2.277642102,4.555284204,15.828249747195699,1.2175576728612076,3.444075704718398,3.225658635820287,0,6,256,180.0898776
20.172247870031242,16.530293774043383,0,0,32.20270769777176,2.5124087756686246,5.024817551337249,32.20270769777176,1.238565680683529,4.186082727878271,4.325532635782487,0,12,1549,360.08451747200036
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,256.10994437200003
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,258.08920892800006
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,258.08920892800006
12.796871746579157,10.53228626988133,0,0,22.086262432895587,2.2985689201541972,4.597137840308394,22.086262432895587,1.2991919078173875,3.741654145996045,3.6307806790022497,0,12,588,228.1150298
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,256.0735589
15.544418642285585,12.218797138852661,0,0,26.33165488909894,2.3783202854811605,4.709813902116268,26.33165488909894,1.316582744454947,3.9310353340706894,4.2058465618255125,0,12,828,272.10485899200046
14.130205079912491,11.620193435445627,0,0,23.767397836435087,2.4335595512139676,4.755727369922908,23.767397836435087,1.3204109909130604,3.839581728622086,3.8551447293716072,0,12,615,244.0735589
16.389424793914728,13.096009439537685,0,0,26.851598180418875,2.4555419719771647,4.911083943954332,26.851598180418872,1.2786475324008986,3.9835059475521417,4.095709212312787,0,16,918,284.0684734840003
16.389424793914728,13.096009439537687,0,0,26.851598180418872,2.4555419719771656,4.911083943954331,26.851598180418872,1.2786475324008986,3.983505947552142,4.095709212312785,0,16,918,284.0684734840003
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,290.0435216880004
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,274.0663653080004
14.130205079912491,11.620193435445627,0,0,23.767397836435087,2.4335595512139676,4.755727369922908,23.767397836435087,1.3204109909130604,3.839581728622086,3.8551447293716072,0,12,615,276.02787162400034
15.544418642285585,12.218797138852661,0,0,26.33165488909894,2.3783202854811605,4.709813902116268,26.33165488909894,1.316582744454947,3.9310353340706894,4.2058465618255125,0,12,828,304.05917175200045
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,274.0663653080004
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,290.0435216880004
15.653808442026763,12.127031191697217,0,0,26.03276992572711,2.4142249623576912,4.828449924715384,26.03276992572711,1.3016384962863554,3.935559531088778,4.122640212818488,0,12,839,290.0612799280004
15.653808442026763,12.127031191697217,0,0,26.03276992572711,2.4142249623576912,4.828449924715384,26.03276992572711,1.3016384962863554,3.935559531088778,4.122640212818488,0,12,839,306.03843630800037
16.507753111849272,13.250943345386915,0,0,26.699356378535004,2.4839131453310803,4.967826290662163,26.699356378535004,1.271397922787381,3.987665951335729,4.012609663516863,0,12,898,306.05619454800035
17.929456992768486,14.412750313580602,0,0,28.336926034610812,2.612832948055159,5.116646258260107,28.336926034610812,1.2880420924823097,4.069198584297368,4.132153366445814,0,12,912,302.07903816800035
16.975061041398163,13.566395085448574,0,0,27.78884240341018,2.6032209746745325,5.0765758665318454,27.78884240341018,1.323278209686199,4.021649400251782,4.009958625379369,0,12,813,284.10485899200046
16.975061041398167,13.63167622247067,0,0,27.72272125420605,2.603334696477086,5.077227351471945,27.72272125420605,1.3201295835336215,4.021649400749233,4.010948073038127,0,12,807,284.10485899200046
21.908379672964504,16.09224608468207,0,0,37.19964376326919,2.4143944229891963,4.8287888459783925,37.19964376326919,1.3285587058310424,4.264968965,4.4425500653533945,0,18,2205,393.10347908800054
24.20803950148662,17.482121264847894,0,0,40.40885206802159,2.4147202,4.8294404003673606,40.40885206802159,1.3035113570329544,4.362307656077942,4.538628396938475,0,18,3024,438.08855729600043
24.196108957668155,18.280045427344806,0,0,40.665993948729394,2.4578597406428906,4.915719481,40.665993948729394,1.3118062564106256,4.365419407129963,4.669144652511015,0,18,2746,438.08855729600043
23.420052491260314,17.35061809351961,0,0,39.45059350909651,2.450249111081467,4.900498222162934,39.45059350909651,1.3150197836365503,4.333091343884812,4.500549265951713,0,18,2582,421.09839370800046
24.12715927244686,17.668465023573233,0,0,40.783067160712946,2.4482420203722017,4.896484040744404,40.783067160712946,1.3155828116359014,4.362576219219855,4.410588663011557,0,18,2926,435.1140437720005
17.096531575101274,13.852552737425015,0,0,28.494904950731655,2.449996991647638,4.899993983295275,28.494904950731655,1.2952229523059844,4.025068096590454,4.246138165704671,0,12,1014,319.0514435160004
16.211085308952253,13.025130771137418,0,0,27.71468731979199,2.4444732280818298,4.888946456163659,27.71468731979199,1.319747015,3.979512978620774,4.119290586322591,0,12,906,285.1001079600004
12.89433100250187,11.365124209450753,1,0,22.014212796102484,2.377325600292275,4.754651200584549,22.014212796102484,1.2949536938883814,3.7471919030126064,3.723041784233242,0,12,504,226.0629942
15.015651346061514,12.721035307553521,1,0,25.427174511126797,2.3863108485060365,4.772621697012072,25.427174511126797,1.2713587255563399,3.901244675958055,3.935434230771272,0,12,850,270.0892089280004
15.722758127248062,13.089312995723056,1,0,26.957209187447706,2.3865064128556033,4.773012825711207,26.957209187447706,1.2836766279737002,3.946300091598404,3.955759490885252,0,12,1004,284.10485899200046
18.55118525199425,14.392733118860747,1,0,31.34551501573916,2.3894687841174562,4.778937568234911,31.34551501573916,1.3060631256557984,4.099460356143039,4.180152423006891,0,18,1480,318.0892089280004
14.308544564874966,12.334673096827553,1,0,24.44622775604053,2.385653249189015,4.771306498378028,24.44622775604053,1.2866435661073963,3.8540583999954894,3.899558133991055,0,12,716,272.05071524400034
15.193990831023989,12.98725705315155,1,0,25.208985221949494,2.389954570126434,4.779909140252868,25.208985221949494,1.2604492610974747,3.905543425713713,4.009921273643548,0,12,833,269.10519334000037
15.193990831023989,12.98725705315155,2,0,25.208985221949494,2.389954570126434,4.779909140252868,25.208985221949494,1.2604492610974747,3.905543425713713,4.009921273643548,0,12,833,270.05282342000027
17.37218013,15.638061370199232,0,0,28.65007669208164,2.4784040495346003,4.876166946,28.65007669208164,1.2456555083513756,4.052400089657054,3.8770745719943758,0,0,1220,342.11621152400056
17.80363835628782,14.056540894480074,1,0,30.403759803626045,2.3971004140425847,4.794200828,30.403759803626045,1.3219026001576542,4.061105753815702,4.299480243538951,0,18,1266,302.09429430800037
14.48688404983744,12.678362165684144,1,0,23.98149606949898,2.396754326068206,4.793508652136412,23.981496069498977,1.262184003657841,3.858578806181632,3.9783225304079233,0,12,690,258.0528234200001
15.08460103128281,13.208226903233532,1,0,25.21618032866751,2.4097288237770234,4.819457647554045,25.21618032866751,1.2608090164333754,3.905759976353626,4.0196785190852555,0,12,800,272.0684734840003
13.572928212987001,11.410258963289733,1,0,22.972797554206206,2.336002825626447,4.672005651252897,22.972797554206206,1.2762665307892336,3.7993220134231844,3.8566476581051523,0,12,646,260.0507152440001
14.308544564874966,12.334673096827553,1,0,24.44622775604053,2.385653249189015,4.771306498378028,24.44622775604053,1.2866435661073963,3.8540583999954894,3.899558133991055,0,12,716,276.0456298640003
12.049324850872729,10.212061423980275,0,0,21.24671411311015,2.3277828225263204,4.655565645052642,21.24671411311015,1.3279196320693845,3.6863249276074352,3.6804678982097316,0,12,464,212.0837296
14.906261546320335,12.900375500482609,0,0,26.116219035797876,2.3911417369830943,4.782283473966187,26.116219035797876,1.3058109517898937,3.901439009,3.956013427272261,0,12,826,270.0892089280004
13.423098298725943,11.573318936663455,0,0,23.68512270745259,2.368096365174776,4.736192730349554,23.68512270745259,1.3158401504140327,3.7997727237679886,3.828167424429402,0,12,625,244.1099444
14.08976496539261,11.67406080305653,0,0,24.179866584353913,2.477253681480524,4.808630593598716,24.179866584353913,1.3433259213529951,3.8398763483472775,3.700237818832659,0,12,598,240.0786442
11.670387468909716,10.654675050509097,1,0,19.389393129205835,2.305757960688864,4.611515921377729,19.389393129205835,1.2118370705753647,3.6529578655623585,3.5651981081584254,0,6,479,220.0735589
16.975061041398167,13.568332856871262,0,0,27.753728671421005,2.560749697515569,5.083499746787715,27.753728671421005,1.321606127210524,4.021523841531665,4.134017895985099,0,6,842,286.19328007200073
16.13020507991249,12.602202756013257,0,0,27.074881445664527,2.5467924981326653,4.957628668414184,27.074881445664527,1.3537440722832264,3.9712579081133708,4.005133146621153,0,12,745,270.0892089280004
16.897022647840036,13.333469558007094,0,0,28.196346205082836,2.561682606245171,5.033073108953616,28.196346205082836,1.342683152622992,4.0175479054354755,4.025658806554543,0,12,864,316.05917175200045
16.897022647840036,13.415239039834528,0,0,28.170841561174313,2.5619429521362935,5.033977520554433,28.170841561174313,1.3414686457702054,4.017547906434333,4.0269635136708954,0,12,855,316.05917175200045
16.251525423472135,12.719070986275574,0,0,27.817918343129353,2.427071412640448,4.854142825280896,27.81791834312935,1.3246627782442548,3.975130455095182,3.801114642840645,0,12,974,286.1205090560005
16.389424793914728,13.096009439537687,0,0,26.851598180418872,2.4555419719771656,4.911083943954331,26.851598180418872,1.2786475324008986,3.983505947552142,4.095709212312785,0,12,918,286.0841235480004
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,274.0663653080004
14.837311861099037,11.59674389623293,0,0,25.276144208121366,2.4036261128307714,4.807252225661545,25.276144208121366,1.3303233793748088,3.8856307045854077,4.0475268407297555,0,12,720,274.0663653080004
17.806062886432844,14.533125187967558,0,0,28.786208522590506,2.6684116303505183,5.136990444459732,28.786208522590506,1.3084640237541139,4.071927412495359,3.634631667,0,6,1023,320.1446156280007
23.610322520041258,16.914625702634748,0,0,39.11902244449634,2.4102085750127475,4.820417150025495,39.11902244449634,1.3039674148165445,4.332682521779137,4.467080612729558,0,18,2810,425.0569228200004
22.793825939113525,16.115018585551923,0,0,38.57631073614673,2.395742035142256,4.791484070284513,38.57631073614673,1.3302176115912665,4.2993909341140455,4.300647414525932,0,18,2634,407.0827436440004
24.20803950148662,17.482121264847894,0,0,40.40885206802159,2.4147202,4.8294404003673606,40.40885206802159,1.3035113570329544,4.362307656077942,4.538628396938475,0,18,3024,422.11140091600043
16.579694822695668,13.626984331202388,1,0,27.711380062370623,2.3242999788434755,4.648599958,27.711380062370623,1.2596081846532101,3.9931505639703166,4.398750344887347,0,12,1203,300.09977361200043
20.172247870031242,16.530293774043383,0,0,32.20270769777176,2.5124087756686246,5.024817551337249,32.20270769777176,1.238565680683529,4.186082727878271,4.325532635782487,0,12,1549,358.10525291600044
15.056091460581394,12.605186647820165,1,0,25.289493325143845,2.3297345471723063,4.659469094344612,25.289493325143845,1.2644746662571922,3.9010360375196775,4.187870613995921,0,12,890,274.0841235480004
10.89433100250187,9.757211462250881,1,0,18.541103730187526,2.273024087512162,4.546048175024325,18.541103730187526,1.2360735820125017,3.5858960208363326,3.405488209202711,0,6,418,206.0579088
17.94153772673042,14.651198128538466,0,0,28.922798833211687,2.4999025989079904,4.999805197815979,28.922798833211687,1.2575129927483342,4.072646149346308,4.182799596118397,0,12,1136,318.0739527880003
17.343820745285047,14.207716365885599,0,0,27.68706511116431,2.4990665403309036,4.998133080661805,27.68706511116431,1.2585029595983777,4.032867485816312,4.137961700505325,0,12,986,304.0583027240003
15.015651346061514,11.911786080262235,0,0,24.39993114908075,2.448722569405867,4.897445138811732,24.399931149080746,1.2842069025831973,3.890025804034389,3.9016149953721824,0,12,688,256.0735589
16.987141775360097,13.662097902311203,0,0,28.514922117130055,2.4575262150223125,4.915052430044627,28.514922117130055,1.2961328235059115,4.025256073590745,4.165070954016233,0,12,1042,300.09977361200043
20.85084508051637,16.382410589648842,0,0,33.523432406995596,2.4690035786011624,4.938007157202324,33.523432406995596,1.2416086076665036,4.216704049692914,4.375946252670101,0,12,1886,370.1052529160005
15.791707812469356,12.648493037585581,0,0,25.610432470635487,2.454172221801471,4.908344443602943,25.610432470635487,1.2805216235317745,3.9399366360361885,4.037154623034234,0,12,787,272.0684734840003
15.613368327506882,12.405538727490471,0,0,26.083567674718292,2.433264288490951,4.866528576981901,26.083567674718292,1.3041783837359147,3.935765353800252,4.066744587349265,0,12,808,270.0892089280004
14.23959487965367,11.332251370478387,0,0,23.595552580272074,2.4247921935890377,4.849584387178076,23.595552580272074,1.3108640322373375,3.837487094428893,3.869328529280384,0,12,587,240.0786442
15.015651346061514,11.95061326943486,0,0,24.84260652063372,2.431138004608083,4.862276009216165,24.84260652063372,1.307505606349143,3.8900160995657087,4.000967132739823,0,12,688,256.0735589
13.503978527765705,10.921901371928655,0,0,23.12611994914809,2.2926002161557753,4.5852004323115505,23.12611994914809,1.2847844416193384,3.794303457590177,3.552447673,0,12,720,242.1306798
22.793825939113525,16.115018585551923,0,0,38.57631073614673,2.395742035142256,4.791484070284513,38.57631073614673,1.3302176115912665,4.2993909341140455,4.300647414525932,0,18,2634,407.0827436440004
14.211085308952253,11.299950521579207,0,0,24.610441067280796,2.2903363756549138,4.580672751309826,24.610441067280796,1.2952863719621472,3.844318977802086,3.465847031356871,0,12,870,256.1463299
15.056091460581394,12.904052216794678,1,0,25.300368592290948,2.3493600460700996,4.698720092140197,25.300368592290948,1.2650184296145475,3.9010314990450157,4.101924819049966,0,12,842,272.10485899200046
13.572928212987001,11.436201566235436,0,0,22.975917431597267,2.3222558407233738,4.6445116814467475,22.975917431597267,1.2764398573109592,3.7993167052174264,3.893591531386799,0,12,660,242.1306798
14.170645194432371,12.089490376656318,0,0,24.547806750792663,2.3313787144620735,4.662757428924149,24.547806750792663,1.2919898289890874,3.8493025416952427,3.992639539595738,0,12,750,258.1255944360001
12.796871746579157,10.53228626988133,0,0,22.086262432895587,2.2985689201541972,4.597137840308394,22.086262432895587,1.2991919078173875,3.741654145996045,3.6307806790022497,0,12,588,229.1102787
12.796871746579157,10.53228626988133,0,0,22.086262432895587,2.2985689201541972,4.597137840308394,22.086262432895587,1.2991919078173875,3.741654145996045,3.6307806790022497,0,12,588,230.0942943
12.796871746579157,10.53228626988133,0,0,22.086262432895587,2.2985689201541972,4.597137840308394,22.086262432895587,1.2991919078173875,3.741654145996045,3.6307806790022497,0,12,588,246.0714507
13.572928212987001,11.444830276574029,0,0,22.963795714658193,2.334570532378149,4.669141065,22.963795714658193,1.2757664285921217,3.7993167783497404,3.779037747444435,0,12,657,242.0942943
13.572928212987001,11.444830276574029,0,0,22.963795714658193,2.334570532378149,4.669141065,22.963795714658193,1.2757664285921217,3.7993167783497404,3.779037747444435,0,12,657,243.0895433
13.572928212987001,11.444830276574029,0,0,22.963795714658193,2.334570532378149,4.669141065,22.963795714658193,1.2757664285921217,3.7993167783497404,3.779037747444435,0,12,657,244.0735589
13.572928212987001,11.444830276574029,0,0,22.963795714658193,2.334570532378149,4.669141065,22.963795714658193,1.2757664285921217,3.7993167783497404,3.779037747444435,0,12,657,260.0507152440001
14.28003499417355,11.82190813196554,0,0,24.522200703362493,2.3038589354225905,4.607717870845182,24.522200703362493,1.2906421422822365,3.849083315066661,3.9219489947889548,0,12,804,258.08920892800006
14.348984679394846,12.211570059195559,0,0,23.738422468062673,2.3418465985091235,4.683693197018247,23.738422468062673,1.2493906562138248,3.853844381132979,4.074258775995832,0,12,752,258.08920892800006
6.432910715900227,6.255589689042735,0,0,11.203557775951705,2.221583293952769,4.443166587905537,11.203557775951705,1.2448397528835227,3.0902332463985123,2.833013544450876,0,6,86,124.0524295
12.796871746579157,10.53228626988133,0,0,22.086262432895587,2.2985689201541972,4.597137840308394,22.086262432895587,1.2991919078173875,3.741654145996045,3.6307806790022497,0,6,588,234.1619799
9.968444621832965,8.996458916008322,0,1,17.198408982238114,2.2887940430430476,4.577588086086096,17.198408982238117,1.2284577844455797,3.5146375689992375,3.217950276498045,0,6,346,195.1259288
10.89433100250187,9.689058508,0,1,17.90435276748136,2.2899048776100304,4.579809755220062,17.90435276748136,1.1936235178320906,3.5859148740589175,3.283356358500257,0,6,424,209.1415788
15.613368327506882,12.863787213295527,0,0,25.977253007013786,2.454719703926953,4.779230952581726,25.977253007013786,1.2988626503506893,3.937537278652875,3.794850360725092,0,12,832,270.0892089280004
16.25152542347213,12.62133872015666,0,0,27.797551255408557,2.379785705946206,4.759571411892411,27.797551255408557,1.323692916924217,3.9751256381569293,3.9917708386241015,0,16,1006,278.1306798160005
13.572928212987001,11.297114730932767,0,0,22.89205087724832,2.3091544081812962,4.6183088163625925,22.89205087724832,1.2717806042915734,3.7993215945790046,3.933007888595331,0,12,676,242.1306798
13.572928212987001,11.297114730932767,0,0,22.89205087724832,2.3091544081812962,4.6183088163625925,22.89205087724832,1.2717806042915734,3.7993215945790046,3.933007888595331,0,12,676,244.1099444
14.170645194432371,11.857537821413512,0,0,24.53054745431931,2.3148865011316926,4.629773002263386,24.53054745431931,1.2910814449641743,3.849307256316293,4.062774721709927,0,12,782,258.1255944360001
14.170645194432371,11.857537821413512,0,0,24.53054745431931,2.3148865011316926,4.629773002263386,24.53054745431931,1.2910814449641743,3.849307256316293,4.062774721709927,0,12,782,258.1255944360001
15.653808442026763,13.158037330451096,0,0,26.960921122664768,2.3360147334330583,4.6720294668661175,26.960921122664768,1.2838533867935604,3.9462907389836657,4.230221964131723,0,12,1018,286.1205090560005
15.056091460581394,12.605186647820165,0,0,25.289493325143845,2.3297345471723063,4.659469094344612,25.289493325143845,1.2644746662571922,3.9010360375196775,4.187870613995921,0,12,890,270.1619799440004
15.056091460581394,12.605186647820165,1,0,25.289493325143845,2.3297345471723063,4.659469094344612,25.289493325143845,1.2644746662571922,3.9010360375196775,4.187870613995921,0,12,890,272.10485899200046
13.613368327506883,11.173590110582577,0,0,22.80338384212377,2.3033132560748713,4.606626512149743,22.803383842123765,1.2668546578957647,3.799096373544517,3.844785757197471,0,12,687,244.1099444
14.211085308952253,11.652910510598867,0,0,24.509012487209077,2.305741059325259,4.6114821186505175,24.509012487209077,1.289948025642583,3.849088166,3.961645918819153,0,12,804,258.1255944360001
14.211085308952253,11.652910510598867,0,0,24.509012487209077,2.305741059325259,4.611482118650518,24.509012487209077,1.289948025642583,3.8490881657325704,3.961645919,0,12,804,258.1255944360001
15.096531575101276,12.342829696020708,1,0,25.275135786175984,2.3125210419619555,4.625042083923911,25.275135786175984,1.263756789308799,3.900823260657492,4.181302499,0,12,923,272.10485899200046
13.613368327506883,11.050065490232386,0,0,22.875802526537786,2.302088471646941,4.604176943293882,22.875802526537786,1.2708779181409882,3.7990913423952994,3.816423069839413,0,12,698,242.1306798
13.613368327506883,11.050065490232386,0,0,22.875802526537786,2.302088471646941,4.604176943293882,22.875802526537786,1.2708779181409882,3.7990913423952994,3.816423069839413,0,12,698,244.1099444
